id,cem011_prgrm,cem301_attendees_total,cem009_country,month,year
,Lugari,20,1,6,2014
,Lugari,19,1,7,2014
,Lugari,11,1,7,2014
,Lugari,16,1,7,2014
,Lugari,11,1,6,2014
,Lugari,13,1,7,2014
,Lugari,20,1,7,2014
,Lugari,16,1,7,2014
,Lugari,21,1,7,2014
,Lugari,25,1,7,2014
,Lugari,21,1,7,2014
,Lugari,9,1,7,2014
,Lugari,12,1,7,2014
,Lugari,10,1,7,2014
,Lugari,14,1,7,2014
,Lugari,16,1,6,2014
,Lugari,18,1,7,2014
,Lugari,16,1,7,2014
,Lugari,14,1,7,2014
,Lugari,15,1,6,2014
,Lugari,20,1,7,2014
,Lugari,16,1,7,2014
,Lugari,23,1,6,2014
,Lugari,30,1,6,2014
,Lugari,15,1,6,2014
,Lugari,11,1,6,2014
,Lugari,19,1,6,2014
,Lugari,15,1,6,2014
,Lugari,31,1,6,2014
,Lugari,13,1,6,2014
,Lugari,17,1,6,2014
,Lugari,9,1,6,2014
,Lugari,18,1,6,2014
,Lugari,18,1,6,2014
,Lugari,15,1,6,2014
,Lugari,14,1,6,2014
,Lugari,19,1,6,2014
,Lugari,17,1,6,2014
,Lugari,33,1,6,2014
,Lugari,18,1,6,2014
,Lugari,15,1,6,2014
,Lugari,31,1,6,2014
,Lugari,17,1,6,2014
,Lugari,11,1,6,2014
,Lugari,24,1,6,2014
,Lugari,19,1,6,2014
,Lugari,19,1,6,2014
,Lugari,10,1,6,2014
,Lugari,25,1,6,2014
,Lugari,15,1,6,2014
,Lugari,15,1,6,2014
,Lugari,23,1,6,2014
,Lugari,27,1,6,2014
,Lugari,22,1,6,2014
,Lugari,20,1,6,2014
,Lugari,24,1,6,2014
,Lugari,20,1,6,2014
,Lugari,16,1,6,2014
,Lugari,10,1,6,2014
,Lugari,22,1,6,2014
,Lugari,20,1,6,2014
,Lugari,12,1,6,2014
,Lugari,19,1,6,2014
,Lugari,19,1,6,2014
,Lugari,19,1,6,2014
,Lugari,11,1,6,2014
,Lugari,20,1,6,2014
,Lugari,14,1,6,2014
,Lugari,24,1,6,2014
,Lugari,14,1,6,2014
,Lugari,24,1,6,2014
,Lugari,21,1,6,2014
,Lugari,25,1,6,2014
,Lugari,16,1,7,2014
,Lugari,21,1,6,2014
,Lugari,31,1,6,2014
,Lugari,21,1,6,2014
,Lugari,15,1,6,2014
,Lugari,20,1,6,2014
,Lugari,14,1,6,2014
,Lugari,19,1,6,2014
,Lugari,13,1,6,2014
,Lugari,20,1,6,2014
,Lugari,26,1,6,2014
,Lugari,18,1,6,2014
,Lugari,11,1,6,2014
,Lugari,32,1,6,2014
,Lugari,39,1,6,2014
,Lugari,33,1,6,2014
,Lugari,12,1,6,2014
,Lugari,20,1,6,2014
,Lugari,21,1,6,2014
,Lugari,16,1,6,2014
,Lugari,13,1,6,2014
,Lugari,16,1,6,2014
,Lugari,24,1,6,2014
,Lugari,19,1,6,2014
,Lugari,21,1,6,2014
,Lugari,40,1,6,2014
,Lugari,17,1,6,2014
,Lugari,24,1,6,2014
,Lugari,18,1,6,2014
,Lugari,27,1,6,2014
,Lugari,17,1,6,2014
,Lugari,42,1,6,2014
,Lugari,16,1,6,2014
,Lugari,23,1,6,2014
,Lugari,13,1,6,2014
,Lugari,17,1,6,2014
,Lugari,11,1,6,2014
,Lugari,14,1,6,2014
,Lugari,20,1,6,2014
,Lugari,19,1,6,2014
,Lugari,12,1,6,2014
,Lugari,11,1,6,2014
,Lugari,20,1,6,2014
,Lugari,14,1,6,2014
,Lugari,15,1,6,2014
,Lugari,33,1,6,2014
,Lugari,24,1,6,2014
,Lugari,15,1,6,2014
,Lugari,32,1,6,2014
,Lugari,12,1,6,2014
,Lugari,17,1,6,2014
,Lugari,17,1,6,2014
,Lugari,12,1,6,2014
,Lugari,18,1,6,2014
,Lugari,16,1,6,2014
,Lugari,17,1,6,2014
,Lugari,11,1,6,2014
,Lugari,17,1,6,2014
,Lugari,22,1,6,2014
,Lugari,16,1,6,2014
,Lugari,23,1,6,2014
,Lugari,19,1,6,2014
,Lugari,18,1,6,2014
,Lugari,22,1,7,2014
,Lugari,11,1,6,2014
,Lugari,12,1,7,2014
,Lugari,12,1,7,2014
,Lugari,17,1,6,2014
,Lugari,15,1,6,2014
,Lugari,16,1,6,2014
,Lugari,20,1,6,2014
,Lugari,15,1,6,2014
,Lugari,12,1,6,2014
,Lugari,18,1,6,2014
,Lugari,18,1,6,2014
,Lugari,15,1,6,2014
,Lugari,23,1,6,2014
,Lugari,19,1,6,2014
,Lugari,16,1,7,2014
,Lugari,25,1,7,2014
,Lugari,14,1,7,2014
,Lugari,12,1,7,2014
,Lugari,14,1,7,2014
,Lugari,20,1,7,2014
,Lugari,14,1,6,2014
,Lugari,15,1,6,2014
,Lugari,17,1,7,2014
,Lugari,14,1,7,2014
,Lugari,12,1,7,2014
,Lugari,22,1,7,2014
,Lugari,11,1,7,2014
,Lugari,19,1,7,2014
,Lugari,15,1,7,2014
,Lugari,16,1,7,2014
,Lugari,15,1,6,2014
,Lugari,12,1,7,2014
,Lugari,16,1,7,2014
,Lugari,17,1,7,2014
,Lugari,17,1,7,2014
,Lugari,15,1,7,2014
,Lugari,23,1,7,2014
,Lugari,32,1,7,2014
,Lugari,16,1,7,2014
,Lugari,10,1,7,2014
,Lugari,19,1,7,2014
,Lugari,17,1,7,2014
,Lugari,13,1,7,2014
,Lugari,18,1,7,2014
,Lugari,37,1,7,2014
,Lugari,24,1,7,2014
,Lugari,9,1,7,2014
,Lugari,13,1,7,2014
,Lugari,20,1,7,2014
,Lugari,11,1,7,2014
,Lugari,13,1,7,2014
,Lugari,14,1,7,2014
,Lugari,14,1,7,2014
,Lugari,19,1,7,2014
,Lugari,26,1,7,2014
,Lugari,19,1,7,2014
,Lugari,14,1,7,2014
,Lugari,11,1,7,2014
,Lugari,10,1,7,2014
,Lugari,13,1,7,2014
,Lugari,34,1,6,2014
,Lugari,11,1,6,2014
,Lugari,18,1,6,2014
,Lugari,17,1,6,2014
,Lugari,28,1,6,2014
,Lugari,17,1,6,2014
,Lugari,18,1,6,2014
,Lugari,20,1,6,2014
,Lugari,15,1,6,2014
,Lugari,11,1,6,2014
,Lugari,13,1,6,2014
,Lugari,12,1,6,2014
,Lugari,11,1,6,2014
,Lugari,35,1,6,2014
,Lugari,19,1,6,2014
,Lugari,10,1,6,2014
,Lugari,13,1,7,2014
,Lugari,12,1,7,2014
,Lugari,19,1,7,2014
,Lugari,25,1,7,2014
,Lugari,20,1,7,2014
,Lugari,13,1,7,2014
,Lugari,21,1,7,2014
,Lugari,15,1,7,2014
,Lugari,14,1,7,2014
,Lugari,15,1,7,2014
,Lugari,29,1,7,2014
,Lugari,24,1,7,2014
,Lugari,23,1,7,2014
,Lugari,15,1,7,2014
,Lugari,22,1,7,2014
,Lugari,26,1,7,2014
,Lugari,24,1,7,2014
,Lugari,11,1,7,2014
,Lugari,15,1,7,2014
,Lugari,17,1,7,2014
,Lugari,19,1,7,2014
,Lugari,20,1,7,2014
,Lugari,14,1,7,2014
,Lugari,22,1,7,2014
,Lugari,13,1,7,2014
,Lugari,16,1,7,2014
,Lugari,21,1,7,2014
,Lugari,14,1,7,2014
,Lugari,37,1,6,2014
,Lugari,31,1,6,2014
,Lugari,24,1,6,2014
,Lugari,26,1,6,2014
,Lugari,22,1,6,2014
,Lugari,15,1,6,2014
,Lugari,13,1,6,2014
,Lugari,39,1,6,2014
,Lugari,21,1,6,2014
,Lugari,19,1,6,2014
,Lugari,22,1,6,2014
,Lugari,17,1,6,2014
,Lugari,15,1,6,2014
,Lugari,20,1,6,2014
,Lugari,16,1,6,2014
,Lugari,16,1,6,2014
,Lugari,22,1,6,2014
,Lugari,15,1,6,2014
,Lugari,16,1,6,2014
,Lugari,14,1,7,2014
,Lugari,18,1,7,2014
,Lugari,10,1,6,2014
,Lugari,17,1,6,2014
,Lugari,11,1,6,2014
,Lugari,12,1,7,2014
,Lugari,16,1,7,2014
,Lugari,18,1,6,2014
,Lugari,18,1,7,2014
,Lugari,21,1,6,2014
,Lugari,15,1,7,2014
,Lugari,14,1,7,2014
,Lugari,21,1,7,2014
,Lugari,16,1,7,2014
,Lugari,12,1,7,2014
,Lugari,22,1,7,2014
,Lugari,11,1,6,2014
,Lugari,19,1,6,2014
,Lugari,17,1,6,2014
,Lugari,13,1,7,2014
,Lugari,18,1,7,2014
,Lugari,14,1,7,2014
,Lugari,13,1,7,2014
,Lugari,11,1,7,2014
,Lugari,18,1,7,2014
,Lugari,14,1,7,2014
,Lugari,15,1,7,2014
,Lugari,11,1,7,2014
,Lugari,15,1,7,2014
,Lugari,16,1,7,2014
,Lugari,12,1,7,2014
,Lugari,15,1,7,2014
,Lugari,11,1,7,2014
,Lugari,11,1,7,2014
,Lugari,13,1,7,2014
,Lugari,15,1,7,2014
,Lugari,11,1,7,2014
,Lugari,15,1,7,2014
,Lugari,16,1,7,2014
,Lugari,13,1,7,2014
,Lugari,14,1,7,2014
,Lugari,12,1,7,2014
,Lugari,13,1,7,2014
,Lugari,20,1,7,2014
,Lugari,10,1,7,2014
,Lugari,12,1,6,2014
,Lugari,17,1,6,2014
,Lugari,13,1,6,2014
,Lugari,14,1,6,2014
,Lugari,12,1,6,2014
,Lugari,21,1,6,2014
,Lugari,14,1,6,2014
,Lugari,20,1,6,2014
,Lugari,12,1,6,2014
,Lugari,14,1,6,2014
,Lugari,21,1,6,2014
,Lugari,15,1,6,2014
,Rongo,17,1,6,2014
,Rongo,20,1,6,2014
,Rongo,14,1,6,2014
,Rongo,19,1,6,2014
,Rongo,19,1,6,2014
,Rongo,21,1,6,2014
,Rongo,15,1,6,2014
,Rongo,14,1,6,2014
,Rongo,23,1,6,2014
,Rongo,20,1,6,2014
,Rongo,17,1,6,2014
,Rongo,19,1,6,2014
,Rongo,19,1,6,2014
,Rongo,28,1,7,2014
,Rongo,18,1,7,2014
,Rongo,19,1,7,2014
,Rongo,22,1,6,2014
,Rongo,17,1,7,2014
,Rongo,22,1,7,2014
,Rongo,31,1,7,2014
,Rongo,20,1,7,2014
,Rongo,13,1,7,2014
,Rongo,26,1,7,2014
,Rongo,20,1,7,2014
,Rongo,22,1,7,2014
,Rongo,23,1,7,2014
,Rongo,17,1,7,2014
,Rongo,21,1,7,2014
,Rongo,21,1,7,2014
,Rongo,19,1,7,2014
,Rongo,19,1,7,2014
,Rongo,21,1,7,2014
,Rongo,22,1,7,2014
,Rongo,17,1,7,2014
,Rongo,25,1,7,2014
,Rongo,24,1,7,2014
,Rongo,24,1,7,2014
,Rongo,21,1,7,2014
,Rongo,17,1,7,2014
,Rongo,17,1,7,2014
,Rongo,18,1,7,2014
,Rongo,20,1,7,2014
,Rongo,23,1,7,2014
,Rongo,20,1,7,2014
,Rongo,28,1,6,2014
,Rongo,41,1,6,2014
,Rongo,19,1,6,2014
,Rongo,30,1,6,2014
,Rongo,14,1,6,2014
,Rongo,16,1,6,2014
,Rongo,14,1,6,2014
,Rongo,35,1,6,2014
,Rongo,31,1,6,2014
,Rongo,36,1,6,2014
,Rongo,25,1,6,2014
,Rongo,25,1,6,2014
,Rongo,24,1,6,2014
,Rongo,19,1,6,2014
,Rongo,23,1,6,2014
,Rongo,20,1,6,2014
,Rongo,25,1,6,2014
,Rongo,30,1,6,2014
,Rongo,13,1,6,2014
,Rongo,18,1,6,2014
,Rongo,16,1,6,2014
,Rongo,11,1,6,2014
,Rongo,32,1,6,2014
,Rongo,44,1,6,2014
,Rongo,40,1,7,2014
,Rongo,21,1,6,2014
,Rongo,14,1,7,2014
,Rongo,31,1,7,2014
,Rongo,16,1,7,2014
,Rongo,16,1,7,2014
,Rongo,33,1,7,2014
,Rongo,15,1,7,2014
,Rongo,13,1,7,2014
,Rongo,33,1,6,2014
,Rongo,20,1,6,2014
,Rongo,18,1,6,2014
,Rongo,27,1,6,2014
,Rongo,25,1,6,2014
,Rongo,19,1,7,2014
,Rongo,16,1,6,2014
,Rongo,21,1,6,2014
,Rongo,18,1,6,2014
,Rongo,24,1,6,2014
,Rongo,20,1,6,2014
,Rongo,19,1,7,2014
,Rongo,26,1,6,2014
,Rongo,24,1,6,2014
,Rongo,18,1,7,2014
,Rongo,17,1,7,2014
,Rongo,18,1,6,2014
,Rongo,15,1,6,2014
,Rongo,17,1,7,2014
,Rongo,56,1,6,2014
,Rongo,17,1,6,2014
,Rongo,22,1,7,2014
,Rongo,41,1,7,2014
,Rongo,15,1,7,2014
,Rongo,22,1,7,2014
,Rongo,24,1,7,2014
,Rongo,21,1,6,2014
,Rongo,21,1,6,2014
,Rongo,21,1,6,2014
,Rongo,17,1,6,2014
,Rongo,27,1,6,2014
,Rongo,19,1,6,2014
,Rongo,18,1,6,2014
,Rongo,25,1,6,2014
,Rongo,17,1,6,2014
,Rongo,28,1,7,2014
,Rongo,18,1,6,2014
,Rongo,17,1,6,2014
,Rongo,21,1,6,2014
,Rongo,18,1,7,2014
,Rongo,16,1,6,2014
,Rongo,13,1,8,2014
,Rongo,18,1,6,2014
,Rongo,16,1,6,2014
,Rongo,19,1,6,2014
,Rongo,17,1,6,2014
,Rongo,21,1,6,2014
,Rongo,14,1,6,2014
,Rongo,24,1,6,2014
,Rongo,24,1,6,2014
,Rongo,32,1,6,2014
,Rongo,23,1,6,2014
,Rongo,25,1,6,2014
,Rongo,42,1,6,2014
,Rongo,21,1,7,2014
,Rongo,17,1,7,2014
,Rongo,17,1,7,2014
,Rongo,25,1,7,2014
,Rongo,18,1,7,2014
,Rongo,26,1,6,2014
,Rongo,27,1,6,2014
,Rongo,20,1,6,2014
,Rongo,28,1,6,2014
,Rongo,15,1,6,2014
,Rongo,28,1,6,2014
,Rongo,18,1,6,2014
,Rongo,27,1,6,2014
,Rongo,16,1,6,2014
,Rongo,27,1,6,2014
,Rongo,25,1,6,2014
,Rongo,21,1,6,2014
,Rongo,22,1,6,2014
,Rongo,19,1,7,2014
,Rongo,26,1,7,2014
,Rongo,22,1,7,2014
,Rongo,15,1,7,2014
,Rongo,15,1,7,2014
,Rongo,19,1,7,2014
,Rongo,23,1,7,2014
,Rongo,27,1,7,2014
,Rongo,24,1,6,2014
,Rongo,14,1,6,2014
,Rongo,24,1,7,2014
,Rongo,33,1,7,2014
,Rongo,20,1,6,2014
,Rongo,31,1,6,2014
,Rongo,47,1,6,2014
,Rongo,21,1,6,2014
,Rongo,20,1,6,2014
,Rongo,42,1,6,2014
,Rongo,32,1,6,2014
,Rongo,42,1,6,2014
,Rongo,19,1,6,2014
,Rongo,20,1,7,2014
,Rongo,13,1,7,2014
,Rongo,16,1,6,2014
,Rongo,15,1,6,2014
,Rongo,17,1,8,2014
,Rongo,49,1,7,2014
,Rongo,24,1,7,2014
,Rongo,14,1,8,2014
,Rongo,19,1,8,2014
,Rongo,23,1,6,2014
,Rongo,13,1,7,2014
,Rongo,23,1,8,2014
,Rongo,20,1,6,2014
,Rongo,21,1,6,2014
,Rongo,13,1,7,2014
,Rongo,21,1,7,2014
,Rongo,27,1,7,2014
,Rongo,47,1,7,2014
,Rongo,24,1,7,2014
,Rongo,20,1,7,2014
,Rongo,43,1,7,2014
,Rongo,19,1,7,2014
,Rongo,26,1,7,2014
,Rongo,22,1,7,2014
,Rongo,30,1,6,2014
,Rongo,15,1,7,2014
,Rongo,20,1,6,2014
,Rongo,15,1,6,2014
,Rongo,21,1,7,2014
,Rongo,17,1,6,2014
,Rongo,13,1,7,2014
,Rongo,20,1,6,2014
,Rongo,15,1,6,2014
,Rongo,16,1,6,2014
,Rongo,30,1,6,2014
,Rongo,22,1,6,2014
,Rongo,32,1,7,2014
,Rongo,17,1,7,2014
,Rongo,30,1,6,2014
,Rongo,16,1,7,2014
,Rongo,17,1,6,2014
,Rongo,20,1,7,2014
,Rongo,25,1,7,2014
,Rongo,25,1,7,2014
,Rongo,17,1,6,2014
,Rongo,14,1,8,2014
,Rongo,18,1,7,2014
,Rongo,30,1,7,2014
,Rongo,19,1,7,2014
,Rongo,26,1,7,2014
,Rongo,17,1,7,2014
,Rongo,18,1,7,2014
,Rongo,28,1,7,2014
,Rongo,13,1,7,2014
,Rongo,18,1,7,2014
,Rongo,23,1,7,2014
,Rongo,19,1,7,2014
,Rongo,19,1,7,2014
,Rongo,27,1,7,2014
,Rongo,30,1,7,2014
,Rongo,28,1,7,2014
,Rongo,25,1,7,2014
,Rongo,25,1,7,2014
,Rongo,27,1,8,2014
,Rongo,19,1,7,2014
,Rongo,18,1,7,2014
,Rongo,19,1,7,2014
,Rongo,22,1,7,2014
,Rongo,23,1,7,2014
,Rongo,38,1,7,2014
,Rongo,17,1,7,2014
,Rongo,22,1,7,2014
,Rongo,15,1,7,2014
,Rongo,24,1,7,2014
,Rongo,20,1,7,2014
,Rongo,21,1,7,2014
,Rongo,25,1,7,2014
,Rongo,20,1,7,2014
,Rongo,20,1,7,2014
,Rongo,49,1,7,2014
,Rongo,20,1,7,2014
,Rongo,40,1,7,2014
,Rongo,16,1,7,2014
,Rongo,53,1,7,2014
,Rongo,19,1,7,2014
,Rongo,23,1,7,2014
,Rongo,22,1,7,2014
,Rongo,20,1,7,2014
,Rongo,19,1,7,2014
,Rongo,24,1,7,2014
,Rongo,15,1,7,2014
,Rongo,18,1,7,2014
,Rongo,26,1,7,2014
,Rongo,18,1,7,2014
,Rongo,15,1,7,2014
,Rongo,19,1,7,2014
,Rongo,19,1,7,2014
,Rongo,19,1,7,2014
,Rongo,42,1,7,2014
,Rongo,20,1,7,2014
,Rongo,17,1,7,2014
,Rongo,21,1,7,2014
,Rongo,19,1,7,2014
,Rongo,22,1,7,2014
,Rongo,16,1,7,2014
,Rongo,16,1,7,2014
,Rongo,17,1,7,2014
,Rongo,19,1,6,2014
,Rongo,19,1,6,2014
,Rongo,11,1,6,2014
,Rongo,17,1,6,2014
,Rongo,19,1,6,2014
,Rongo,27,1,6,2014
,Rongo,15,1,6,2014
,Rongo,16,1,6,2014
,Rongo,24,1,7,2014
,Rongo,19,1,6,2014
,Rongo,16,1,6,2014
,Rongo,20,1,6,2014
,Rongo,18,1,6,2014
,Rongo,23,1,6,2014
,Rongo,24,1,7,2014
,Rongo,26,1,7,2014
,Rongo,27,1,7,2014
,Rongo,17,1,7,2014
,Rongo,21,1,7,2014
,Rongo,16,1,7,2014
,Rongo,26,1,6,2014
,Rongo,18,1,7,2014
,Rongo,19,1,6,2014
,Rongo,15,1,7,2014
,Rongo,14,1,6,2014
,Rongo,18,1,6,2014
,Rongo,31,1,6,2014
,Rongo,16,1,6,2014
,Rongo,26,1,8,2014
,Rongo,24,1,8,2014
,Rongo,17,1,7,2014
,Rongo,22,1,6,2014
,Rongo,21,1,6,2014
,Rongo,16,1,6,2014
,Rongo,30,1,6,2014
,Rongo,19,1,7,2014
,Rongo,15,1,8,2014
,Rongo,26,1,8,2014
,Rongo,25,1,6,2014
,Rongo,35,1,6,2014
,Rongo,23,1,6,2014
,Rongo,22,1,6,2014
,Rongo,19,1,7,2014
,Rongo,18,1,7,2014
,Rongo,21,1,6,2014
,Rongo,15,1,7,2014
,Rongo,18,1,6,2014
,Rongo,20,1,6,2014
,Rongo,19,1,6,2014
,Rongo,18,1,6,2014
,Rongo,23,1,7,2014
,Rongo,30,1,7,2014
,Rongo,32,1,7,2014
,Rongo,16,1,7,2014
,Rongo,20,1,7,2014
,Rongo,25,1,7,2014
,Rongo,48,1,7,2014
,Rongo,23,1,7,2014
,Rongo,35,1,7,2014
,Rongo,20,1,7,2014
,Rongo,17,1,7,2014
,Rongo,18,1,7,2014
,Rongo,18,1,7,2014
,Rongo,19,1,7,2014
,Rongo,30,1,7,2014
,Rongo,20,1,7,2014
,Rongo,17,1,7,2014
,Rongo,19,1,7,2014
,Rongo,20,1,7,2014
,Rongo,29,1,7,2014
,Rongo,19,1,7,2014
,Rongo,20,1,7,2014
,Rongo,17,1,7,2014
,Rongo,30,1,7,2014
,Rongo,34,1,7,2014
,Rongo,24,1,7,2014
,Rongo,18,1,7,2014
,Rongo,19,1,7,2014
,Rongo,23,1,7,2014
,Rongo,18,1,6,2014
,Rongo,15,1,6,2014
,Rongo,15,1,8,2014
,Rongo,16,1,8,2014
,Rongo,19,1,7,2014
,Rongo,21,1,7,2014
,Rongo,20,1,7,2014
,Rongo,15,1,7,2014
,Rongo,16,1,7,2014
,Rongo,32,1,8,2014
,Rongo,25,1,7,2014
,Rongo,19,1,7,2014
,Rongo,23,1,7,2014
,Rongo,24,1,8,2014
,Rongo,13,1,8,2014
,Rongo,16,1,8,2014
,Rongo,18,1,8,2014
,Rongo,16,1,7,2014
,Rongo,24,1,8,2014
,Rongo,17,1,8,2014
,Rongo,50,1,8,2014
,Rongo,21,1,7,2014
,Rongo,17,1,7,2014
,Rongo,23,1,8,2014
,Rongo,20,1,8,2014
,Rongo,21,1,7,2014
,Rongo,15,1,7,2014
,Rongo,15,1,7,2014
,Rongo,20,1,7,2014
,Rongo,19,1,7,2014
,Rongo,15,1,7,2014
,Rongo,18,1,8,2014
,Rongo,14,1,8,2014
,Rongo,10,1,8,2014
,Rongo,15,1,8,2014
,Rongo,12,1,8,2014
,Rongo,25,1,8,2014
,Rongo,22,1,8,2014
,Rongo,16,1,7,2014
,Rongo,14,1,7,2014
,Rongo,25,1,8,2014
,Rongo,20,1,8,2014
,Rongo,15,1,7,2014
,Rongo,18,1,7,2014
,Rongo,17,1,7,2014
,Rongo,21,1,7,2014
,Rongo,24,1,7,2014
,Rongo,16,1,7,2014
,Rongo,20,1,7,2014
,Rongo,15,1,8,2014
,Rongo,14,1,8,2014
,Rongo,23,1,8,2014
,Rongo,18,1,8,2014
,Rongo,16,1,7,2014
,Rongo,17,1,7,2014
,Rongo,16,1,7,2014
,Rongo,19,1,8,2014
,Rongo,30,1,8,2014
,Rongo,25,1,7,2014
,Rongo,22,1,7,2014
,Rongo,28,1,7,2014
,Rongo,21,1,7,2014
,Rongo,20,1,7,2014
,Rongo,19,1,7,2014
,Rongo,21,1,7,2014
,Rongo,19,1,7,2014
,Rongo,21,1,7,2014
,Rongo,20,1,7,2014
,Rongo,30,1,7,2014
,Rongo,11,1,8,2014
,Rongo,10,1,8,2014
,Rongo,15,1,8,2014
,Rongo,18,1,8,2014
,Rongo,12,1,7,2014
,Rongo,13,1,8,2014
,Rongo,20,1,7,2014
,Rongo,13,1,8,2014
,Rongo,17,1,8,2014
,Rongo,15,1,8,2014
,Rongo,17,1,8,2014
,Rongo,21,1,7,2014
,Rongo,25,1,7,2014
,Rongo,17,1,8,2014
,Rongo,17,1,7,2014
,Rongo,16,1,7,2014
,Rongo,23,1,7,2014
,Rongo,14,1,7,2014
,Rongo,21,1,7,2014
,Rongo,22,1,7,2014
,Rongo,13,1,7,2014
,Rongo,21,1,6,2014
,Rongo,22,1,7,2014
,Rongo,21,1,7,2014
,Rongo,19,1,7,2014
,Rongo,17,1,7,2014
,Rongo,24,1,7,2014
,Rongo,23,1,7,2014
,Rongo,20,1,7,2014
,Rongo,13,1,7,2014
,Rongo,18,1,7,2014
,Rongo,18,1,7,2014
,Rongo,23,1,7,2014
,Rongo,23,1,8,2014
,Rongo,15,1,7,2014
,Rongo,26,1,7,2014
,Rongo,17,1,7,2014
,Rongo,15,1,7,2014
,Rongo,15,1,7,2014
,Rongo,19,1,7,2014
,Rongo,21,1,7,2014
,Rongo,32,1,7,2014
,Rongo,17,1,7,2014
,Rongo,17,1,7,2014
,Rongo,16,1,7,2014
,Rongo,16,1,7,2014
,Rongo,15,1,7,2014
,Rongo,18,1,7,2014
,Rongo,18,1,7,2014
,Rongo,34,1,7,2014
,Rongo,19,1,7,2014
,Rongo,19,1,8,2014
,Rongo,16,1,7,2014
,Rongo,12,1,7,2014
,Rongo,14,1,7,2014
,Rongo,15,1,7,2014
,Rongo,22,1,7,2014
,Rongo,11,1,7,2014
,Rongo,18,1,7,2014
,Rongo,16,1,7,2014
,Rongo,14,1,7,2014
,Rongo,13,1,7,2014
,Rongo,16,1,7,2014
,Rongo,16,1,7,2014
,Rongo,27,1,7,2014
,Rongo,19,1,7,2014
,Rongo,19,1,7,2014
,Rongo,19,1,7,2014
,Rongo,33,1,7,2014
,Rongo,20,1,7,2014
,Rongo,17,1,7,2014
,Rongo,14,1,7,2014
,Rongo,16,1,7,2014
,Rongo,15,1,7,2014
,Rongo,18,1,8,2014
,Rongo,16,1,7,2014
,Rongo,11,1,8,2014
,Rongo,17,1,7,2014
,Rongo,15,1,7,2014
,Rongo,17,1,7,2014
,Rongo,20,1,8,2014
,Rongo,17,1,8,2014
,Rongo,20,1,8,2014
,Rongo,13,1,8,2014
,Rongo,23,1,7,2014
,Rongo,16,1,7,2014
,Rongo,20,1,7,2014
,Rongo,24,1,7,2014
,Rongo,18,1,7,2014
,Rongo,21,1,7,2014
,Rongo,15,1,7,2014
,Rongo,30,1,7,2014
,Rongo,20,1,7,2014
,Rongo,18,1,7,2014
,Rongo,18,1,7,2014
,Rongo,23,1,7,2014
,Rongo,16,1,7,2014
,Rongo,24,1,7,2014
,Rongo,14,1,7,2014
,Rongo,15,1,7,2014
,Rongo,15,1,7,2014
,Rongo,17,1,7,2014
,Rongo,20,1,7,2014
,Rongo,18,1,7,2014
,Rongo,24,1,7,2014
,Rongo,14,1,7,2014
,Rongo,15,1,7,2014
,Rongo,20,1,7,2014
,Rongo,16,1,7,2014
,Rongo,17,1,7,2014
,Rongo,28,1,7,2014
,Rongo,18,1,7,2014
,Rongo,14,1,7,2014
,Rongo,25,1,7,2014
,Rongo,19,1,7,2014
,Rongo,16,1,7,2014
,Rongo,24,1,7,2014
,Rongo,20,1,7,2014
,Rongo,17,1,7,2014
,Rongo,17,1,7,2014
,Rongo,15,1,7,2014
,Rongo,30,1,7,2014
,Rongo,16,1,7,2014
,Rongo,23,1,7,2014
,Rongo,20,1,7,2014
,Rongo,24,1,8,2014
,Rongo,20,1,8,2014
,Rongo,18,1,7,2014
,Rongo,17,1,8,2014
,Rongo,16,1,7,2014
,Rongo,15,1,8,2014
,Rongo,21,1,7,2014
,Rongo,24,1,8,2014
,Rongo,15,1,8,2014
,Rongo,20,1,8,2014
,Rongo,17,1,8,2014
,Rongo,15,1,7,2014
,Rongo,21,1,7,2014
,Rongo,17,1,7,2014
,Rongo,18,1,7,2014
,Rongo,20,1,7,2014
,Rongo,20,1,8,2014
,Rongo,23,1,8,2014
,Rongo,22,1,7,2014
,Rongo,17,1,8,2014
,Rongo,23,1,7,2014
,Rongo,24,1,7,2014
,Rongo,22,1,7,2014
,Rongo,24,1,8,2014
,Rongo,17,1,8,2014
,Rongo,21,1,7,2014
,Rongo,20,1,7,2014
,Rongo,11,1,7,2014
,Rongo,14,1,7,2014
,Rongo,20,1,7,2014
,Rongo,20,1,7,2014
,Rongo,23,1,7,2014
,Rongo,24,1,7,2014
,Rongo,20,1,7,2014
,Rongo,22,1,7,2014
,Rongo,56,1,7,2014
,Rongo,26,1,7,2014
,Rongo,25,1,7,2014
,Rongo,18,1,7,2014
,Rongo,41,1,7,2014
,Rongo,24,1,7,2014
,Rongo,22,1,7,2014
,Rongo,19,1,7,2014
,Rongo,20,1,7,2014
,Rongo,27,1,7,2014
,Rongo,15,1,7,2014
,Rongo,18,1,7,2014
,Rongo,26,1,7,2014
,Rongo,21,1,7,2014
,Rongo,18,1,7,2014
,Rongo,21,1,7,2014
,Rongo,12,1,7,2014
,Rongo,11,1,7,2014
,Rongo,26,1,7,2014
,Rongo,15,1,7,2014
,Rongo,25,1,7,2014
,Rongo,16,1,8,2014
,Rongo,21,1,8,2014
,Rongo,21,1,7,2014
,Rongo,19,1,7,2014
,Rongo,22,1,7,2014
,Rongo,25,1,6,2014
,Rongo,18,1,6,2014
,Rongo,32,1,7,2014
