id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
257,1AF,10160083,3,201,6.7,0.4477612,2.238806,2,5,2015/02/05,2015/08/25,8,2015,1
258,1AF,10160089,3,218,7.266667,0.412844,2.06422,2,5,2015/02/24,2015/09/30,9,2015,1
259,1AF,10160092,3,201,6.7,0.4477612,2.238806,2,4,2015/02/05,2015/08/25,8,2015,1
260,1AF,10160094,4,239,7.966667,0.5020921,2.51046,3,5,2015/02/25,2015/10/22,10,2015,1
261,1AF,10160102,4,231,7.7,0.5194805,2.597403,3,6,2015/03/07,2015/10/24,10,2015,1
262,1AF,10160107,3,198,6.6,0.4545455,2.272727,2,5,2015/02/03,2015/08/20,8,2015,1
263,1AF,10160108,3,170,5.666667,0.5294118,2.647059,2,4,2015/03/03,2015/08/20,8,2015,1
264,1AF,10160117,3,170,5.666667,0.5294118,2.647059,2,5,2015/03/03,2015/08/20,8,2015,1
265,1AF,10160121,2,159,5.3,0.3773585,1.886792,2,4,2015/02/06,2015/07/15,7,2015,1
266,1AF,10160148,4,157,5.233333,0.7643312,3.821656,3,6,2015/02/10,2015/07/17,7,2015,1
267,1AF,10160150,6,266,8.866667,0.6766917,3.383459,4,9,2015/02/06,2015/10/30,10,2015,1
268,1AF,10160155,2,83,2.766667,0.7228916,3.614458,2,4,2015/02/10,2015/05/04,5,2015,1
269,1AF,10160169,4,191,6.366667,0.6282722,3.141361,3,7,2015/05/04,2015/11/11,11,2015,1
270,1AF,10160174,6,274,9.133333,0.6569343,3.284672,4,9,2015/02/10,2015/11/11,11,2015,1
271,1AF,10160175,2,83,2.766667,0.7228916,3.614458,2,4,2015/02/10,2015/05/04,5,2015,1
272,1AF,10160177,2,83,2.766667,0.7228916,3.614458,2,4,2015/02/10,2015/05/04,5,2015,1
273,1AF,10160187,4,274,9.133333,0.4379562,2.189781,3,6,2015/02/10,2015/11/11,11,2015,1
274,1AF,10160267,5,258,8.6,0.5813953,2.906977,4,10,2015/02/07,2015/10/27,10,2015,1
275,1AF,10160268,2,266,8.866667,0.2255639,1.12782,2,5,2015/02/06,2015/10/30,10,2015,1
276,1AF,10160270,2,263,8.766666,0.2281369,1.140684,2,5,2015/02/06,2015/10/27,10,2015,1
277,1AF,10160299,5,161,5.366667,0.931677,4.658385,4,9,2015/03/31,2015/09/09,9,2015,1
278,1AF,10160305,4.5,102,3.4,1.323529,6.617647,3,7,2015/07/18,2015/10/28,10,2015,1
279,1AF,10160306,5,262,8.733334,0.5725191,2.862595,3,7,2015/02/06,2015/10/26,10,2015,1
280,1AF,10160309,5,182,6.066667,0.8241758,4.120879,3,6,2015/02/06,2015/08/07,8,2015,1
281,1AF,10160310,5,229,7.633333,0.6550218,3.275109,3,7,2015/01/23,2015/09/09,9,2015,1
282,1AF,10160317,7,229,7.633333,0.9170306,4.585153,4,9,2015/01/23,2015/09/09,9,2015,1
283,1AF,10160325,2,189,6.3,0.3174603,1.587301,2,4,2015/02/16,2015/08/24,8,2015,1
284,1AF,10160331,2,189,6.3,0.3174603,1.587301,2,4,2015/02/16,2015/08/24,8,2015,1
285,1AF,10160340,2,178,5.933333,0.3370787,1.685393,2,4,2015/02/17,2015/08/14,8,2015,1
286,1AF,10160342,2,178,5.933333,0.3370787,1.685393,2,4,2015/02/17,2015/08/14,8,2015,1
287,1AF,10160346,2,189,6.3,0.3174603,1.587301,2,4,2015/02/17,2015/08/25,8,2015,1
288,1AF,10160354,4,161,5.366667,0.7453416,3.726708,3,6,2015/02/12,2015/07/23,7,2015,1
289,1AF,10160360,2,77,2.566667,0.7792208,3.896104,2,4,2015/05/07,2015/07/23,7,2015,1
290,1AF,10160371,2,182,6.066667,0.3296703,1.648352,2,4,2015/02/13,2015/08/14,8,2015,1
291,1AF,10160405,6,277,9.233334,0.6498195,3.249097,4,8,2015/02/12,2015/11/16,11,2015,1
292,1AF,10160415,2,18,0.6,3.333333,16.66667,2,4,2015/02/13,2015/03/03,3,2015,1
293,1AF,10160450,19,343,11.43333,1.661808,8.309038,8,20,2014/12/08,2015/11/16,11,2015,1
294,1AF,10160463,3,158,5.266667,0.5696203,2.848101,2,7,2015/06/05,2015/11/10,11,2015,1
295,1AF,10160465,8,271,9.033334,0.8856088,4.428044,4,11,2015/02/12,2015/11/10,11,2015,1
296,1AF,10160467,9,271,9.033334,0.9963099,4.98155,4,12,2015/02/12,2015/11/10,11,2015,1
297,1AF,10160469,6,271,9.033334,0.6642066,3.321033,3,8,2015/02/12,2015/11/10,11,2015,1
298,1AF,10160471,3,108,3.6,0.8333334,4.166667,2,6,2015/02/10,2015/05/29,5,2015,1
299,1AF,10160473,5,165,5.5,0.9090909,4.545455,3,8,2015/05/29,2015/11/10,11,2015,1
300,1AF,10160476,3,77,2.566667,1.168831,5.844156,2,5,2015/08/25,2015/11/10,11,2015,1
301,1AF,10160487,2,93,3.1,0.6451613,3.225807,2,4,2015/01/22,2015/04/25,4,2015,1
302,1AF,10160495,6,159,5.3,1.132075,5.660377,3,10,2015/04/27,2015/10/03,10,2015,1
303,1AF,10160502,7,271,9.033334,0.7749077,3.874538,4,10,2015/01/23,2015/10/21,10,2015,1
304,1AF,10160504,7,276,9.2,0.7608696,3.804348,4,9,2015/01/23,2015/10/26,10,2015,1
305,1AF,10160505,8,272,9.066667,0.8823529,4.411765,4,10,2015/01/22,2015/10/21,10,2015,1
306,1AF,10160508,7,195,6.5,1.076923,5.384616,4,9,2015/03/12,2015/09/23,9,2015,1
307,1AF,10160510,7,195,6.5,1.076923,5.384616,4,9,2015/03/12,2015/09/23,9,2015,1
308,1AF,10160518,5,188,6.266667,0.7978723,3.989362,3,7,2015/03/12,2015/09/16,9,2015,1
309,1AF,10160522,3,133,4.433333,0.6766917,3.383459,2,5,2015/03/11,2015/07/22,7,2015,1
310,1AF,10160526,2.5,133,4.433333,0.5639098,2.819549,2,4,2015/03/11,2015/07/22,7,2015,1
311,1AF,10160529,2.5,133,4.433333,0.5639098,2.819549,2,4,2015/03/10,2015/07/21,7,2015,1
312,1AF,10160535,5,189,6.3,0.7936507,3.968254,3,7,2015/03/12,2015/09/17,9,2015,1
313,1AF,10160544,4,188,6.266667,0.6382979,3.191489,3,6,2015/03/12,2015/09/16,9,2015,1
314,1AF,10160557,3,126,4.2,0.7142857,3.571429,2,5,2015/03/12,2015/07/16,7,2015,1
315,1AF,10160574,3,129,4.3,0.6976744,3.488372,2,5,2015/03/09,2015/07/16,7,2015,1
316,1AF,10160577,3,129,4.3,0.6976744,3.488372,3,5,2015/03/09,2015/07/22,7,2015,1
317,1AF,10160583,3,129,4.3,0.6976744,3.488372,2,5,2015/03/09,2015/07/16,7,2015,1
318,1AF,10160585,2.5,129,4.3,0.5813953,2.906977,2,5,2015/03/09,2015/07/16,7,2015,1
319,1AF,10160586,3,250,8.333333,0.36,1.8,2,6,2015/03/09,2015/11/14,11,2015,1
320,1AF,10160590,2,188,6.266667,0.3191489,1.595745,2,4,2015/02/18,2015/08/25,8,2015,1
321,1AF,10160622,2,188,6.266667,0.3191489,1.595745,2,4,2015/02/20,2015/08/27,8,2015,1
322,1AF,10160647,6,218,7.266667,0.8256881,4.12844,4,8,2015/01/19,2015/08/25,8,2015,1
323,1AF,10160655,4,190,6.333333,0.6315789,3.157895,3,6,2015/02/18,2015/08/27,8,2015,1
324,1AF,10160660,2,85,2.833333,0.7058824,3.529412,2,4,2015/02/18,2015/05/14,5,2015,1
325,1AF,10160671,4,190,6.333333,0.6315789,3.157895,3,6,2015/02/18,2015/08/27,8,2015,1
326,1AF,10160687,5,193,6.433333,0.7772021,3.88601,3,7,2015/03/18,2015/09/27,9,2015,1
327,1AF,10160690,5,193,6.433333,0.7772021,3.88601,3,7,2015/03/18,2015/09/27,9,2015,1
328,1AF,10160698,2,141,4.7,0.4255319,2.12766,2,4,2015/02/19,2015/07/10,7,2015,1
329,1AF,10160699,4,237,7.9,0.5063291,2.531646,3,7,2015/02/26,2015/10/21,10,2015,1
330,1AF,10160702,4,237,7.9,0.5063291,2.531646,3,6,2015/02/26,2015/10/21,10,2015,1
331,1AF,10160703,2,140,4.666667,0.4285714,2.142857,2,4,2015/02/19,2015/07/09,7,2015,1
332,1AF,10160705,4,278,9.266666,0.4316547,2.158273,3,6,2015/01/16,2015/10/21,10,2015,1
333,1AF,10160706,4,244,8.133333,0.4918033,2.459016,3,6,2015/02/19,2015/10/21,10,2015,1
334,1AF,10160713,5,205,6.833333,0.7317073,3.658536,3,7,2015/02/24,2015/09/17,9,2015,1
335,1AF,10160714,2,130,4.333333,0.4615384,2.307692,2,5,2015/02/24,2015/07/04,7,2015,1
336,1AF,10160718,3,95,3.166667,0.9473684,4.736842,2,6,2015/06/04,2015/09/07,9,2015,1
337,1AF,10160721,6,183,6.1,0.9836066,4.918033,3,10,2015/02/25,2015/08/27,8,2015,1
338,1AF,10160722,2,84,2.8,0.7142857,3.571429,2,5,2015/06/04,2015/08/27,8,2015,1
339,1AF,10160724,5,205,6.833333,0.7317073,3.658536,3,7,2015/02/24,2015/09/17,9,2015,1
340,1AF,10160726,10,259,8.633333,1.158301,5.791506,4,14,2015/02/24,2015/11/10,11,2015,1
341,1AF,10160727,8,258,8.6,0.9302325,4.651163,4,11,2015/02/25,2015/11/10,11,2015,1
342,1AF,10160728,6,276,9.2,0.6521739,3.26087,3,8,2015/02/12,2015/11/15,11,2015,1
343,1AF,10160730,6,260,8.666667,0.6923077,3.461538,3,9,2015/02/24,2015/11/11,11,2015,1
344,1AF,10160731,3,101,3.366667,0.8910891,4.455446,2,5,2015/02/24,2015/06/05,6,2015,1
345,1AF,10160738,5,186,6.2,0.8064516,4.032258,3,7,2015/02/19,2015/08/24,8,2015,1
346,1AF,10160754,5,186,6.2,0.8064516,4.032258,3,8,2015/03/05,2015/09/07,9,2015,1
347,1AF,10160765,6,189,6.3,0.9523809,4.761905,3,9,2015/02/19,2015/08/27,8,2015,1
348,1AF,10160766,5,165,5.5,0.9090909,4.545455,3,8,2015/03/26,2015/09/07,9,2015,1
349,1AF,10160772,7,157,5.233333,1.33758,6.687899,3,10,2015/03/28,2015/09/01,9,2015,1
350,1AF,10160773,2,80,2.666667,0.75,3.75,2,4,2015/03/28,2015/06/16,6,2015,1
351,1AF,10160777,4,148,4.933333,0.8108108,4.054054,3,6,2015/03/05,2015/07/31,7,2015,1
352,1AF,10160779,7,180,6,1.166667,5.833333,3,10,2015/03/05,2015/09/01,9,2015,1
353,1AF,10160789,6,180,6,1,5,3,9,2015/03/05,2015/09/01,9,2015,1
354,1AF,10160790,6,162,5.4,1.111111,5.555555,3,9,2015/03/18,2015/08/27,8,2015,1
355,1AF,10160796,6,186,6.2,0.967742,4.83871,3,8,2015/02/19,2015/08/24,8,2015,1
356,1AF,10160805,5,152,5.066667,0.9868421,4.93421,3,8,2015/04/01,2015/08/31,8,2015,1
357,1AF,10160806,5,152,5.066667,0.9868421,4.93421,3,8,2015/04/01,2015/08/31,8,2015,1
358,1AF,10160809,5,145,4.833333,1.034483,5.172414,3,7,2015/03/19,2015/08/11,8,2015,1
359,1AF,10160812,6,145,4.833333,1.241379,6.206896,3,9,2015/03/19,2015/08/11,8,2015,1
360,1AF,10160817,4,172,5.733333,0.6976745,3.488372,3,6,2015/03/27,2015/09/15,9,2015,1
361,1AF,10160818,7,157,5.233333,1.33758,6.687899,3,9,2015/03/27,2015/08/31,8,2015,1
362,1AF,10160819,3,92,3.066667,0.9782609,4.891304,2,7,2015/03/27,2015/06/27,6,2015,1
363,1AF,10160823,5,145,4.833333,1.034483,5.172414,3,8,2015/03/19,2015/08/11,8,2015,1
364,1AF,10160824,4,172,5.733333,0.6976745,3.488372,3,6,2015/03/27,2015/09/15,9,2015,1
365,1AF,10160828,4,172,5.733333,0.6976745,3.488372,3,6,2015/03/27,2015/09/15,9,2015,1
366,1AF,10160830,5,152,5.066667,0.9868421,4.93421,3,7,2015/04/01,2015/08/31,8,2015,1
367,1AF,10160834,2,67,2.233333,0.8955224,4.477612,2,4,2015/06/06,2015/08/12,8,2015,1
368,1AF,10160835,3,73,2.433333,1.232877,6.164383,2,6,2015/05/11,2015/07/23,7,2015,1
369,1AF,10160842,3,87,2.9,1.034483,5.172414,2,6,2015/05/06,2015/08/01,8,2015,1
370,1AF,10160854,2,75,2.5,0.8,4,2,5,2015/05/11,2015/07/25,7,2015,1
371,1AF,10160855,3,79,2.633333,1.139241,5.696202,2,6,2015/05/05,2015/07/23,7,2015,1
372,1AF,10160858,3,71,2.366667,1.267606,6.338028,2,7,2015/05/21,2015/07/31,7,2015,1
373,1AF,10160862,3,75,2.5,1.2,6,2,6,2015/05/11,2015/07/25,7,2015,1
374,1AF,10160865,3,76,2.533333,1.184211,5.921053,2,6,2015/05/16,2015/07/31,7,2015,1
375,1AF,10160889,3,80,2.666667,1.125,5.625,2,5,2015/05/12,2015/07/31,7,2015,1
376,1AF,10160911,3,69,2.3,1.304348,6.521739,2,7,2015/05/12,2015/07/20,7,2015,1
377,1AF,10160915,3,69,2.3,1.304348,6.521739,2,6,2015/05/12,2015/07/20,7,2015,1
378,1AF,10160917,3,72,2.4,1.25,6.25,2,7,2015/05/11,2015/07/22,7,2015,1
379,1AF,10160921,3,80,2.666667,1.125,5.625,2,6,2015/05/06,2015/07/25,7,2015,1
380,1AF,10160928,2,77,2.566667,0.7792208,3.896104,2,5,2015/05/07,2015/07/23,7,2015,1
381,1AF,10160939,3,79,2.633333,1.139241,5.696202,3,9,2015/05/06,2015/07/25,7,2015,1
382,1AF,10160940,3,80,2.666667,1.125,5.625,2,6,2015/05/06,2015/07/25,7,2015,1
383,1AF,10160942,9,268,8.933333,1.007463,5.037313,4,12,2015/01/24,2015/10/19,10,2015,1
384,1AF,10160945,8,259,8.633333,0.9266409,4.633204,4,10,2015/01/31,2015/10/17,10,2015,1
385,1AF,10160946,4,171,5.7,0.7017544,3.508772,3,6,2015/01/24,2015/07/14,7,2015,1
386,1AF,10160947,4,175,5.833333,0.6857142,3.428571,3,7,2015/03/13,2015/09/04,9,2015,1
387,1AF,10160953,7,266,8.866667,0.7894737,3.947368,4,9,2015/01/24,2015/10/17,10,2015,1
388,1AF,10160957,2,165,5.5,0.3636364,1.818182,2,5,2015/01/31,2015/07/15,7,2015,1
389,1AF,10160961,6,259,8.633333,0.6949807,3.474903,4,8,2015/01/31,2015/10/17,10,2015,1
390,1AF,10160962,2,82,2.733333,0.7317073,3.658537,2,4,2015/03/23,2015/06/13,6,2015,1
391,1AF,10160970,3,186,6.2,0.483871,2.419355,3,5,2015/03/05,2015/09/07,9,2015,1
392,1AF,10160971,7,259,8.633333,0.8108108,4.054054,4,9,2015/01/31,2015/10/17,10,2015,1
393,1AF,10160973,8,259,8.633333,0.9266409,4.633204,4,10,2015/01/31,2015/10/17,10,2015,1
394,1AF,10160981,2,87,2.9,0.6896551,3.448276,2,4,2015/01/31,2015/04/28,4,2015,1
395,1AF,10160985,5,165,5.5,0.9090909,4.545455,3,7,2015/01/31,2015/07/15,7,2015,1
396,1AF,10160989,6,268,8.933333,0.6716418,3.358209,4,8,2015/01/24,2015/10/19,10,2015,1
397,1AF,10160997,4,175,5.833333,0.6857142,3.428571,3,6,2015/03/13,2015/09/04,9,2015,1
398,1AF,10161001,1,98,3.266667,0.3061225,1.530612,2,4,2015/08/10,2015/11/16,11,2015,1
399,1AF,10161003,5,183,6.1,0.8196722,4.098361,3,8,2015/05/18,2015/11/17,11,2015,1
400,1AF,10161005,6,183,6.1,0.9836066,4.918033,3,9,2015/05/18,2015/11/17,11,2015,1
401,1AF,10161007,4,110,3.666667,1.090909,5.454545,2,7,2015/07/31,2015/11/18,11,2015,1
402,1AF,10161014,7,183,6.1,1.147541,5.737705,3,10,2015/05/18,2015/11/17,11,2015,1
403,1AF,10161017,6,183,6.1,0.9836066,4.918033,3,9,2015/05/18,2015/11/17,11,2015,1
404,1AF,10161024,6,184,6.133333,0.9782609,4.891304,3,10,2015/05/16,2015/11/16,11,2015,1
405,1AF,10161026,7,241,8.033334,0.8713692,4.356846,4,9,2015/01/16,2015/09/14,9,2015,1
406,1AF,10161027,6,144,4.8,1.25,6.25,3,8,2015/03/27,2015/08/18,8,2015,1
407,1AF,10161030,4,277,9.233334,0.433213,2.166065,4,5,2015/01/20,2015/10/24,10,2015,1
408,1AF,10161032,11,278,9.266666,1.18705,5.935252,4,15,2015/01/19,2015/10/24,10,2015,1
409,1AF,10161033,2,88,2.933333,0.6818182,3.409091,2,4,2015/04/07,2015/07/04,7,2015,1
410,1AF,10161035,9,277,9.233334,0.9747292,4.873646,4,11,2015/01/20,2015/10/24,10,2015,1
411,1AF,10161038,9,241,8.033334,1.120332,5.601659,4,13,2015/01/16,2015/09/14,9,2015,1
412,1AF,10161043,7,276,9.2,0.7608696,3.804348,4,9,2015/01/23,2015/10/26,10,2015,1
413,1AF,10161044,9,277,9.233334,0.9747292,4.873646,4,12,2015/01/20,2015/10/24,10,2015,1
414,1AF,10161049,8,276,9.2,0.8695652,4.347826,4,10,2015/01/19,2015/10/22,10,2015,1
415,1AF,10161052,7,276,9.2,0.7608696,3.804348,4,10,2015/01/19,2015/10/22,10,2015,1
416,1AF,10161053,9,276,9.2,0.9782609,4.891304,4,12,2015/01/19,2015/10/22,10,2015,1
417,1AF,10161058,11,304,10.13333,1.085526,5.427632,5,14,2015/01/16,2015/11/16,11,2015,1
418,1AF,10161059,7,276,9.2,0.7608696,3.804348,4,9,2015/01/19,2015/10/22,10,2015,1
419,1AF,10161065,7,241,8.033334,0.8713692,4.356846,4,8,2015/01/16,2015/09/14,9,2015,1
420,1AF,10161066,6,198,6.6,0.9090909,4.545455,3,9,2015/04/07,2015/10/22,10,2015,1
421,1AF,10161067,3,82,2.733333,1.097561,5.487805,2,6,2015/03/21,2015/06/11,6,2015,1
422,1AF,10161069,7,241,8.033334,0.8713692,4.356846,4,9,2015/01/16,2015/09/14,9,2015,1
423,1AF,10161070,7,241,8.033334,0.8713692,4.356846,4,9,2015/01/16,2015/09/14,9,2015,1
424,1AF,10161071,2,152,5.066667,0.3947369,1.973684,3,5,2015/04/15,2015/09/14,9,2015,1
425,1AF,10161074,6,169,5.633333,1.065089,5.325444,3,8,2015/03/16,2015/09/01,9,2015,1
426,1AF,10161081,7,247,8.233334,0.8502024,4.251012,4,10,2015/03/21,2015/11/23,11,2015,1
427,1AF,10161083,1,74,2.466667,0.4054054,2.027027,2,4,2015/05/21,2015/08/03,8,2015,1
428,1AF,10161086,4,247,8.233334,0.4858299,2.42915,4,7,2015/03/21,2015/11/23,11,2015,1
429,1AF,10161091,6,160,5.333333,1.125,5.625,3,10,2015/05/21,2015/10/28,10,2015,1
430,1AF,10161094,7,282,9.4,0.7446809,3.723404,4,10,2015/01/19,2015/10/28,10,2015,1
431,1AF,10161098,8,284,9.466666,0.8450705,4.225352,4,11,2015/02/12,2015/11/23,11,2015,1
432,1AF,10161099,9.5,282,9.4,1.010638,5.053192,4,12,2015/01/19,2015/10/28,10,2015,1
433,1AF,10161100,4,160,5.333333,0.75,3.75,3,7,2015/05/21,2015/10/28,10,2015,1
434,1AF,10161101,6,160,5.333333,1.125,5.625,3,8,2015/05/21,2015/10/28,10,2015,1
435,1AF,10161102,9,282,9.4,0.9574469,4.787234,4,12,2015/01/19,2015/10/28,10,2015,1
436,1AF,10161105,6,284,9.466666,0.6338028,3.169014,4,9,2015/02/12,2015/11/23,11,2015,1
437,1AF,10161106,5,184,6.133333,0.8152174,4.076087,3,8,2015/05/23,2015/11/23,11,2015,1
438,1AF,10161108,6,187,6.233333,0.9625669,4.812834,3,9,2015/05/20,2015/11/23,11,2015,1
439,1AF,10161116,3,77,2.566667,1.168831,5.844156,2,6,2015/05/26,2015/08/11,8,2015,1
440,1AF,10161121,6,169,5.633333,1.065089,5.325444,3,9,2015/05/25,2015/11/10,11,2015,1
441,1AF,10161140,6,142,4.733333,1.267606,6.338028,2,6,2015/06/02,2015/10/22,10,2015,1
442,1AF,10161150,2,65,2.166667,0.9230769,4.615384,2,5,2015/07/04,2015/09/07,9,2015,1
443,1AF,10161158,3,77,2.566667,1.168831,5.844156,2,6,2015/05/28,2015/08/13,8,2015,1
444,1AF,10161163,3,91,3.033333,0.989011,4.945055,2,6,2015/05/15,2015/08/14,8,2015,1
445,1AF,10161165,3,91,3.033333,0.989011,4.945055,2,6,2015/05/15,2015/08/14,8,2015,1
446,1AF,10161170,3,78,2.6,1.153846,5.769231,2,7,2015/05/27,2015/08/13,8,2015,1
447,1AF,10161171,7,189,6.3,1.111111,5.555555,3,10,2015/05/05,2015/11/10,11,2015,1
448,1AF,10161176,3,78,2.6,1.153846,5.769231,2,6,2015/05/27,2015/08/13,8,2015,1
449,1AF,10161178,3,91,3.033333,0.989011,4.945055,2,7,2015/05/15,2015/08/14,8,2015,1
450,1AF,10161183,6,177,5.9,1.016949,5.084746,3,10,2015/03/10,2015/09/03,9,2015,1
451,1AF,10161184,3,78,2.6,1.153846,5.769231,2,6,2015/06/17,2015/09/03,9,2015,1
452,1AF,10161192,3,162,5.4,0.5555555,2.777778,3,6,2015/03/18,2015/08/27,8,2015,1
453,1AF,10161194,5,170,5.666667,0.8823529,4.411765,3,8,2015/03/11,2015/08/28,8,2015,1
454,1AF,10161195,5,177,5.9,0.8474576,4.237288,3,8,2015/03/10,2015/09/03,9,2015,1
455,1AF,10161199,5,169,5.633333,0.887574,4.43787,3,7,2015/03/11,2015/08/27,8,2015,1
456,1AF,10161202,4,192,6.4,0.625,3.125,3,7,2015/03/09,2015/09/17,9,2015,1
457,1AF,10161205,3,152,5.066667,0.5921053,2.960526,3,5,2015/01/21,2015/06/22,6,2015,1
458,1AF,10161216,6,176,5.866667,1.022727,5.113636,3,8,2015/03/11,2015/09/03,9,2015,1
459,1AF,10161223,4,169,5.633333,0.7100592,3.550296,3,6,2015/03/11,2015/08/27,8,2015,1
460,1AF,10161224,7,163,5.433333,1.288344,6.441718,3,10,2015/03/18,2015/08/28,8,2015,1
461,1AF,10161231,6,163,5.433333,1.104294,5.521472,3,9,2015/03/18,2015/08/28,8,2015,1
462,1AF,10161240,3,132,4.4,0.6818182,3.409091,2,6,2015/02/27,2015/07/09,7,2015,1
463,1AF,10161244,3,132,4.4,0.6818182,3.409091,2,5,2015/02/27,2015/07/09,7,2015,1
464,1AF,10161249,3,132,4.4,0.6818182,3.409091,2,6,2015/02/24,2015/07/06,7,2015,1
465,1AF,10161271,3,135,4.5,0.6666667,3.333333,2,6,2015/02/24,2015/07/09,7,2015,1
466,1AF,10161272,13,331,11.03333,1.178248,5.891238,10,22,2014/11/18,2015/10/23,10,2015,1
467,1AF,10161273,3,239,7.966667,0.376569,1.882845,2,5,2015/02/24,2015/10/21,10,2015,1
468,1AF,10161279,3,107,3.566667,0.8411215,4.205607,2,6,2015/07/06,2015/10/21,10,2015,1
469,1AF,10161285,3,133,4.433333,0.6766917,3.383459,2,7,2015/03/03,2015/07/14,7,2015,1
470,1AF,10161290,5,185,6.166667,0.8108108,4.054054,3,7,2015/03/26,2015/09/27,9,2015,1
471,1AF,10161308,7,254,8.466666,0.8267717,4.133858,4,9,2015/01/22,2015/10/03,10,2015,1
472,1AF,10161329,5,180,6,0.8333333,4.166667,3,7,2015/03/28,2015/09/24,9,2015,1
473,1AF,10161331,5,182,6.066667,0.8241758,4.120879,3,7,2015/03/26,2015/09/24,9,2015,1
474,1AF,10161340,5,182,6.066667,0.8241758,4.120879,3,7,2015/03/26,2015/09/24,9,2015,1
475,1AF,10161346,5,250,8.333333,0.6,3,3,6,2015/01/22,2015/09/29,9,2015,1
476,1AF,10161355,3,139,4.633333,0.647482,3.23741,2,3,2015/03/27,2015/08/13,8,2015,1
477,1AF,10161356,5,250,8.333333,0.6,3,3,5,2015/01/22,2015/09/29,9,2015,1
478,1AF,10161369,5,177,5.9,0.8474576,4.237288,3,6,2015/03/31,2015/09/24,9,2015,1
479,1AF,10161378,5,250,8.333333,0.6,3,3,6,2015/01/22,2015/09/29,9,2015,1
480,1AF,10161382,3,60,2,1.5,7.5,2,6,2015/06/29,2015/08/28,8,2015,1
481,1AF,10161384,2,91,3.033333,0.6593407,3.296703,2,5,2015/06/02,2015/09/01,9,2015,1
482,1AF,10161386,5,219,7.3,0.6849315,3.424658,3,8,2015/01/21,2015/08/28,8,2015,1
483,1AF,10161390,6,127,4.233333,1.417323,7.086615,3,9,2015/07/06,2015/11/10,11,2015,1
484,1AF,10161400,2,63,2.1,0.952381,4.761905,2,5,2015/06/26,2015/08/28,8,2015,1
485,1AF,10161401,3,62,2.066667,1.451613,7.258065,2,6,2015/06/27,2015/08/28,8,2015,1
486,1AF,10161424,5,133,4.433333,1.12782,5.639098,3,8,2015/07/01,2015/11/11,11,2015,1
487,1AF,10161425,4,54,1.8,2.222222,11.11111,2,7,2015/09/17,2015/11/10,11,2015,1
488,1AF,10161435,2,59,1.966667,1.016949,5.084746,2,5,2015/06/30,2015/08/28,8,2015,1
489,1AF,10161447,5,148,4.933333,1.013513,5.067567,3,8,2015/06/23,2015/11/18,11,2015,1
490,1AF,10161449,6,223,7.433333,0.8071749,4.035874,3,9,2015/01/21,2015/09/01,9,2015,1
491,1AF,10161453,3,152,5.066667,0.5921053,2.960526,2,6,2015/06/19,2015/11/18,11,2015,1
492,1AF,10161458,6,148,4.933333,1.216216,6.081081,3,9,2015/06/23,2015/11/18,11,2015,1
493,1AF,10161464,6,301,10.03333,0.5980066,2.990033,4,9,2015/01/21,2015/11/18,11,2015,1
494,1AF,10161468,6,223,7.433333,0.8071749,4.035874,3,10,2015/01/21,2015/09/01,9,2015,1
495,1AF,10161469,5,301,10.03333,0.4983388,2.491694,3,8,2015/01/21,2015/11/18,11,2015,1
496,1AF,10161477,2,181,6.033333,0.3314917,1.657459,2,4,2015/03/19,2015/09/16,9,2015,1
497,1AF,10161480,4,166,5.533333,0.7228916,3.614458,3,7,2015/04/01,2015/09/14,9,2015,1
498,1AF,10161482,2,79,2.633333,0.7594936,3.797468,2,6,2015/06/27,2015/09/14,9,2015,1
499,1AF,10161484,2,167,5.566667,0.3592815,1.796407,2,5,2015/04/01,2015/09/15,9,2015,1
500,1AF,10161485,2,78,2.6,0.7692308,3.846154,2,5,2015/06/30,2015/09/16,9,2015,1
501,1AF,10161487,4,181,6.033333,0.6629834,3.314917,3,8,2015/03/19,2015/09/16,9,2015,1
502,1AF,10161489,0,181,6.033333,0,0,2,3,2015/03/19,2015/09/16,9,2015,1
503,1AF,10161492,2,181,6.033333,0.3314917,1.657459,2,4,2015/03/19,2015/09/16,9,2015,1
504,1AF,10161493,2,102,3.4,0.5882353,2.941176,2,4,2015/03/19,2015/06/29,6,2015,1
505,1AF,10161497,2,102,3.4,0.5882353,2.941176,2,4,2015/03/19,2015/06/29,6,2015,1
506,1AF,10161498,3,86,2.866667,1.046512,5.232558,2,5,2015/01/20,2015/04/16,4,2015,1
507,1AF,10161510,5,181,6.033333,0.8287293,4.143646,3,7,2015/02/10,2015/08/10,8,2015,1
508,1AF,10161511,3,175,5.833333,0.5142857,2.571428,2,4,2015/02/09,2015/08/03,8,2015,1
509,1AF,10161513,5,241,8.033334,0.6224066,3.112033,3,7,2015/02/09,2015/10/08,10,2015,1
510,1AF,10161516,5,181,6.033333,0.8287293,4.143646,3,6,2015/02/10,2015/08/10,8,2015,1
511,1AF,10161520,5,239,7.966667,0.627615,3.138075,3,6,2015/02/11,2015/10/08,10,2015,1
512,1AF,10161526,2,74,2.466667,0.8108108,4.054054,2,4,2015/04/02,2015/06/15,6,2015,1
